Location,Date,Temperature,Humidity,Precipitation,Wind Speed,Weather Forecast
Sikkim,2019-08-01,36.5,46,269.6,1.0,Foggy
Tamil Nadu,2002-05-01,24.9,28,84.8,9.7,Sunny
Nagaland,1986-03-01,23.3,99,12.2,7.3,Cloudy
Uttarakhand,2023-01-01,21.6,32,216.0,0.9,Stormy
Rajasthan,1997-10-01,24.2,41,124.2,11.1,Foggy
Nagaland,1986-12-01,21.5,68,23.7,14.2,Cloudy
Bihar,1990-05-01,22.8,92,122.7,10.0,Rainy
Karnataka,2019-11-01,27.2,27,107.6,9.2,Sunny
Sikkim,1999-01-01,38.7,37,78.5,12.2,Stormy
Manipur,2022-12-01,40.0,40,292.6,10.0,Cloudy
West Bengal,2013-02-01,32.0,57,115.1,2.6,Rainy
Chhattisgarh,2024-12-01,10.7,32,46.3,5.0,Cloudy
Meghalaya,2010-09-01,34.5,87,145.1,11.3,Stormy
Mizoram,1994-09-01,25.3,98,91.7,8.7,Stormy
West Bengal,1986-04-01,14.8,51,241.2,2.6,Stormy
Tamil Nadu,2020-02-01,26.7,57,130.5,6.4,Sunny
Himachal Pradesh,1996-07-01,13.8,93,253.9,2.7,Cloudy
Maharashtra,2012-02-01,20.8,24,98.4,2.6,Stormy
Arunachal Pradesh,2001-04-01,19.7,64,7.8,12.5,Rainy
Assam,2005-11-01,21.2,44,226.6,2.1,Stormy
Andhra Pradesh,2017-03-01,14.5,81,214.9,1.7,Rainy
Rajasthan,2009-01-01,36.0,77,43.9,0.4,Cloudy
Meghalaya,2009-04-01,20.1,93,78.2,7.5,Foggy
Nagaland,2011-05-01,36.3,81,181.5,2.8,Foggy
Tripura,2001-01-01,10.4,30,268.7,11.5,Rainy
Arunachal Pradesh,2016-11-01,37.4,100,88.0,3.4,Rainy
Sikkim,1988-03-01,28.6,59,152.3,9.8,Foggy
Haryana,2016-05-01,18.1,68,1.5,7.6,Stormy
Uttarakhand,2002-02-01,29.2,45,7.9,13.8,Foggy
Kerala,1990-09-01,16.3,90,121.4,6.9,Cloudy
Mizoram,1992-07-01,23.3,25,113.9,3.7,Foggy
Telangana,2000-12-01,30.9,81,102.1,6.4,Sunny
Assam,1993-11-01,30.1,61,99.2,2.9,Sunny
Gujarat,2008-08-01,24.9,51,179.0,6.2,Stormy
Kerala,2008-06-01,12.6,93,205.4,1.9,Sunny
Madhya Pradesh,2013-12-01,32.6,44,289.9,0.2,Sunny
Assam,1988-03-01,37.8,28,102.2,10.6,Sunny
Meghalaya,1996-12-01,11.2,100,79.6,5.3,Sunny
Punjab,1985-11-01,37.7,86,61.7,9.9,Stormy
Manipur,2003-03-01,25.8,68,72.1,3.4,Stormy
Nagaland,1997-06-01,24.9,100,20.1,12.6,Rainy
Kerala,2014-03-01,14.0,38,240.4,8.8,Sunny
Mizoram,2000-10-01,34.8,44,156.0,9.8,Rainy
Uttar Pradesh,1994-05-01,18.9,26,150.3,5.5,Stormy
Manipur,2005-05-01,22.8,90,239.9,13.9,Cloudy
Tamil Nadu,1995-05-01,27.2,76,59.0,7.7,Rainy
Chhattisgarh,2004-01-01,29.5,53,271.9,10.2,Sunny
Mizoram,2018-07-01,17.4,27,246.5,6.7,Rainy
Himachal Pradesh,2009-01-01,23.5,78,252.4,12.2,Sunny
Uttarakhand,1988-04-01,16.7,63,129.8,14.4,Foggy
Uttar Pradesh,2012-03-01,35.4,53,78.0,7.8,Stormy
Himachal Pradesh,2016-12-01,32.0,67,256.3,14.6,Sunny
Mizoram,2019-07-01,15.2,71,257.8,9.3,Foggy
Goa,2006-02-01,10.4,30,78.3,7.6,Rainy
Punjab,2009-05-01,24.1,58,94.6,7.4,Rainy
Manipur,2024-08-01,38.8,32,153.4,9.7,Stormy
West Bengal,2017-11-01,12.0,93,82.8,1.2,Foggy
Mizoram,2010-05-01,29.3,31,3.9,6.4,Foggy
Rajasthan,1986-06-01,13.1,37,187.4,0.7,Rainy
Sikkim,2000-12-01,21.3,50,87.6,12.3,Stormy
Meghalaya,1992-10-01,17.9,45,162.9,2.5,Stormy
Odisha,1985-04-01,12.3,70,19.9,13.7,Foggy
Karnataka,2014-11-01,24.6,71,241.1,14.6,Cloudy
Goa,1991-04-01,21.1,51,26.1,9.0,Sunny
Chhattisgarh,2023-04-01,25.3,20,285.1,3.8,Stormy
Uttar Pradesh,1997-12-01,36.9,24,113.6,8.1,Rainy
Madhya Pradesh,2002-03-01,28.4,85,38.1,14.9,Foggy
Karnataka,2017-01-01,38.7,75,27.4,8.6,Sunny
Sikkim,1996-07-01,33.4,52,170.4,4.4,Stormy
Himachal Pradesh,1990-02-01,26.2,83,260.2,11.8,Foggy
Meghalaya,2019-07-01,21.6,50,112.4,6.0,Sunny
Meghalaya,2020-05-01,37.3,77,175.0,12.4,Rainy
Maharashtra,1991-05-01,39.2,46,116.7,1.3,Sunny
Telangana,1997-07-01,12.9,37,147.4,11.6,Rainy
Gujarat,2008-10-01,28.6,100,88.5,5.2,Rainy
Mizoram,2020-04-01,34.8,52,137.5,0.3,Foggy
Maharashtra,2002-09-01,14.8,73,156.7,13.9,Cloudy
Chhattisgarh,1985-02-01,17.6,86,74.1,3.6,Rainy
Jharkhand,2000-11-01,34.6,37,287.6,0.2,Stormy
Assam,2015-06-01,39.3,53,122.9,2.3,Rainy
Gujarat,2018-09-01,34.9,31,127.0,5.2,Stormy
Bihar,1986-04-01,16.7,53,197.4,12.8,Foggy
Karnataka,2021-08-01,25.2,70,47.6,5.7,Stormy
Meghalaya,1987-06-01,32.4,47,261.5,3.3,Rainy
Karnataka,2002-12-01,36.7,94,49.3,9.2,Sunny
Odisha,2008-06-01,30.2,80,194.3,14.2,Rainy
Maharashtra,2003-12-01,28.9,38,271.1,9.8,Rainy
Odisha,2018-01-01,17.6,63,171.2,0.1,Foggy
Odisha,2002-08-01,35.4,41,144.0,2.9,Stormy
Uttarakhand,1994-08-01,39.3,96,2.7,3.1,Foggy
Arunachal Pradesh,2023-08-01,12.3,83,38.8,11.6,Rainy
Telangana,1997-12-01,15.4,85,36.6,8.0,Sunny
Andhra Pradesh,2019-10-01,19.9,23,295.7,4.4,Rainy
Madhya Pradesh,1995-02-01,26.5,81,143.8,4.0,Stormy
Bihar,1987-03-01,36.3,48,98.2,8.8,Sunny
Nagaland,2009-01-01,21.8,71,120.6,2.1,Cloudy
Maharashtra,1992-08-01,10.3,99,299.5,4.3,Cloudy
Maharashtra,1986-06-01,31.5,96,132.7,2.4,Stormy
Meghalaya,2009-10-01,10.3,81,204.4,8.5,Sunny
Karnataka,2003-06-01,19.5,56,145.5,0.7,Foggy
Tamil Nadu,2007-11-01,34.6,63,144.6,4.1,Stormy
Odisha,1985-03-01,16.9,62,251.4,1.2,Foggy
Meghalaya,2019-06-01,39.4,52,165.8,3.9,Cloudy
Tamil Nadu,2009-11-01,36.2,96,186.6,4.9,Rainy
Meghalaya,2002-10-01,28.7,36,116.2,8.0,Cloudy
Andhra Pradesh,1988-05-01,19.1,88,91.1,2.2,Sunny
Manipur,2006-09-01,21.6,33,235.1,9.3,Foggy
Assam,1994-07-01,11.1,91,244.4,11.6,Stormy
West Bengal,1985-07-01,27.1,71,235.8,7.5,Rainy
Sikkim,2011-06-01,16.8,21,59.4,8.4,Sunny
Bihar,2006-11-01,24.3,43,273.3,10.2,Cloudy
Goa,2014-01-01,27.1,48,160.1,10.7,Rainy
Karnataka,1988-08-01,34.0,42,73.5,13.3,Foggy
Manipur,1992-04-01,32.4,28,83.3,11.4,Sunny
Chhattisgarh,1994-11-01,15.2,22,144.3,1.6,Foggy
Maharashtra,2022-11-01,13.3,60,186.4,10.9,Stormy
Odisha,1999-08-01,16.7,56,5.2,2.1,Stormy
Andhra Pradesh,2023-01-01,10.5,55,232.4,7.2,Foggy
Gujarat,2004-11-01,24.7,20,96.4,11.8,Cloudy
Goa,2012-02-01,28.6,29,277.2,10.2,Rainy
Jharkhand,2004-07-01,20.8,89,194.1,13.2,Stormy
Tamil Nadu,2012-01-01,18.3,43,87.7,4.5,Sunny
Manipur,2019-07-01,30.0,60,79.6,5.1,Cloudy
Telangana,1990-04-01,19.5,34,220.8,9.1,Rainy
West Bengal,2011-03-01,32.8,99,99.4,14.3,Stormy
Andhra Pradesh,2010-09-01,29.8,30,263.5,9.0,Foggy
Gujarat,2023-10-01,17.9,37,172.6,12.2,Sunny
Goa,2017-12-01,33.6,41,249.8,6.3,Stormy
Nagaland,2008-10-01,25.5,80,178.1,6.3,Rainy
Madhya Pradesh,1992-02-01,35.4,84,146.9,5.6,Foggy
Rajasthan,1989-02-01,22.1,37,73.0,14.9,Sunny
Manipur,2016-10-01,38.3,74,104.6,2.5,Foggy
Odisha,2016-11-01,29.5,83,188.0,14.8,Sunny
Kerala,1999-10-01,28.8,55,90.5,14.7,Sunny
Meghalaya,2001-06-01,21.6,37,226.8,4.3,Foggy
Kerala,2009-08-01,19.5,24,110.1,12.6,Sunny
Meghalaya,2003-12-01,21.4,97,211.1,9.2,Cloudy
Himachal Pradesh,2012-08-01,34.7,94,186.5,11.9,Rainy
Odisha,2007-01-01,33.1,86,135.1,9.8,Stormy
Rajasthan,1996-08-01,36.9,35,191.7,2.9,Rainy
Sikkim,2000-11-01,26.7,82,256.9,13.9,Rainy
Madhya Pradesh,2013-02-01,37.3,53,278.1,11.9,Cloudy
Uttar Pradesh,1994-02-01,16.1,72,113.1,3.3,Stormy
Nagaland,2020-08-01,39.1,69,227.0,14.6,Rainy
Sikkim,2001-09-01,10.9,69,162.7,8.9,Sunny
Gujarat,2008-02-01,26.0,65,273.2,3.8,Sunny
Manipur,1987-03-01,25.9,79,290.1,9.1,Foggy
Arunachal Pradesh,2001-11-01,14.0,91,148.3,5.3,Rainy
Kerala,2016-12-01,26.8,100,270.5,5.8,Rainy
Assam,2012-10-01,11.9,96,239.1,4.7,Rainy
Haryana,2017-12-01,10.3,59,210.4,8.7,Cloudy
Jharkhand,2016-02-01,29.8,55,160.4,6.2,Stormy
Gujarat,1988-10-01,11.2,42,34.4,10.2,Stormy
Sikkim,2009-03-01,11.2,40,62.7,13.0,Rainy
Assam,1988-10-01,26.4,22,46.2,11.0,Cloudy
Gujarat,2009-06-01,38.9,64,287.0,13.8,Foggy
Tamil Nadu,1999-12-01,35.1,41,220.1,9.5,Cloudy
Andhra Pradesh,2016-03-01,28.7,73,200.8,5.8,Sunny
Himachal Pradesh,2003-02-01,37.0,51,193.3,2.8,Stormy
Kerala,2007-08-01,23.8,83,152.5,12.7,Stormy
Tamil Nadu,2002-10-01,33.6,24,67.0,1.9,Sunny
Karnataka,1993-03-01,32.0,66,17.3,13.5,Sunny
Rajasthan,2024-07-01,29.6,92,6.6,7.8,Sunny
Rajasthan,2017-05-01,23.9,100,35.6,0.8,Rainy
Tripura,2018-07-01,32.1,36,8.7,14.0,Cloudy
Maharashtra,1998-06-01,39.0,85,131.0,6.0,Rainy
Tripura,2023-11-01,37.6,49,229.2,3.3,Sunny
Himachal Pradesh,2020-11-01,33.2,72,281.0,4.5,Stormy
Sikkim,1990-09-01,22.6,22,250.4,5.0,Sunny
Tripura,1989-05-01,33.5,75,155.5,5.8,Rainy
Uttar Pradesh,1996-11-01,16.8,51,46.5,12.7,Rainy
Rajasthan,2002-05-01,26.4,44,108.2,1.7,Cloudy
Karnataka,2019-12-01,39.0,90,39.9,11.9,Stormy
Uttarakhand,2014-01-01,19.1,66,63.8,0.7,Cloudy
Tripura,2016-06-01,29.0,29,33.5,8.9,Sunny
Sikkim,1988-02-01,22.2,57,198.9,2.5,Cloudy
Bihar,1985-04-01,19.1,25,87.8,2.5,Stormy
Uttarakhand,2001-01-01,10.7,42,242.3,2.3,Foggy
Madhya Pradesh,2015-09-01,10.2,21,10.2,2.8,Stormy
Goa,2014-06-01,20.7,24,254.9,11.3,Sunny
Nagaland,2000-12-01,33.2,91,32.5,7.7,Sunny
Meghalaya,2008-09-01,11.6,47,243.1,2.7,Cloudy
Uttar Pradesh,1993-04-01,34.5,79,5.1,13.2,Cloudy
Assam,1998-10-01,35.5,51,191.0,11.1,Sunny
Andhra Pradesh,2001-09-01,19.9,34,200.9,13.0,Rainy
Odisha,2017-07-01,33.6,72,255.0,7.3,Cloudy
Rajasthan,1997-05-01,17.8,31,42.4,3.2,Stormy
Mizoram,2017-12-01,37.7,79,251.7,15.0,Foggy
Mizoram,1992-01-01,16.3,58,269.5,14.6,Cloudy
Tamil Nadu,1988-04-01,27.6,64,180.5,4.4,Foggy
Arunachal Pradesh,2018-10-01,32.3,71,148.7,9.5,Rainy
Assam,1993-12-01,37.8,47,288.0,10.9,Stormy
Meghalaya,2007-03-01,21.4,62,173.1,12.1,Cloudy
Odisha,2021-08-01,32.3,50,293.4,12.0,Sunny
West Bengal,2008-05-01,16.9,25,182.0,14.4,Sunny
Nagaland,2009-08-01,39.8,31,143.5,12.9,Stormy
Rajasthan,2001-09-01,36.5,83,117.9,10.4,Stormy
Tamil Nadu,2005-08-01,27.0,100,104.3,14.3,Rainy
Maharashtra,1991-04-01,30.7,95,255.5,13.0,Foggy
Meghalaya,2017-08-01,27.7,58,298.3,11.4,Sunny
Assam,1998-04-01,34.4,85,50.1,4.4,Rainy
Meghalaya,2019-02-01,35.8,92,30.3,9.4,Rainy
Himachal Pradesh,2005-07-01,16.3,59,69.7,8.1,Cloudy
Bihar,2014-08-01,39.2,62,264.4,2.3,Cloudy
Punjab,2022-06-01,35.6,96,11.5,10.5,Stormy
Rajasthan,1998-01-01,24.1,60,134.7,5.4,Foggy
Sikkim,2000-04-01,20.9,99,251.9,8.5,Foggy
Haryana,2004-09-01,27.3,24,70.1,5.3,Rainy
Uttarakhand,2000-04-01,11.8,56,124.9,9.6,Cloudy
Uttar Pradesh,1997-06-01,23.2,75,255.8,13.9,Cloudy
Tripura,1987-09-01,10.5,76,161.9,6.9,Foggy
Tamil Nadu,2024-05-01,15.2,65,177.4,3.7,Stormy
Meghalaya,1988-08-01,10.8,56,212.6,12.8,Foggy
Rajasthan,1986-05-01,37.9,88,164.5,13.6,Sunny
Assam,1998-11-01,16.4,31,224.3,4.9,Foggy
Sikkim,2022-01-01,21.5,75,180.8,13.3,Cloudy
Punjab,2016-07-01,37.0,34,105.1,4.2,Cloudy
Maharashtra,1986-03-01,10.5,95,208.8,14.6,Rainy
Chhattisgarh,2008-08-01,39.0,90,294.4,6.1,Stormy
Uttar Pradesh,1991-08-01,30.7,37,183.5,0.5,Foggy
Tripura,2016-04-01,21.1,60,24.7,14.3,Foggy
Karnataka,1994-04-01,23.6,84,67.8,13.6,Foggy
Uttar Pradesh,1992-09-01,26.9,31,138.8,8.0,Sunny
Himachal Pradesh,2002-09-01,25.4,45,253.9,5.7,Stormy
Rajasthan,2019-02-01,29.0,52,37.0,3.1,Stormy
Himachal Pradesh,2020-03-01,13.7,58,216.8,3.9,Rainy
Punjab,2003-06-01,15.7,95,242.4,5.0,Stormy
Madhya Pradesh,2016-03-01,39.2,89,231.6,4.5,Sunny
Odisha,1996-12-01,26.8,32,63.4,3.4,Cloudy
Goa,2011-10-01,21.4,78,187.3,4.3,Rainy
Manipur,2014-04-01,12.3,94,152.7,11.1,Foggy
Sikkim,2020-05-01,34.8,43,220.3,13.2,Foggy
Kerala,2000-03-01,36.4,70,279.1,1.5,Foggy
Uttarakhand,2020-11-01,25.9,41,121.5,10.4,Rainy
West Bengal,1986-01-01,30.9,63,278.9,5.0,Stormy
Sikkim,2012-09-01,26.6,54,18.5,0.3,Cloudy
Arunachal Pradesh,2017-03-01,16.2,88,228.6,11.1,Stormy
Telangana,2016-05-01,26.1,48,231.2,6.3,Cloudy
Punjab,2016-10-01,21.4,90,86.2,4.6,Stormy
Andhra Pradesh,1993-04-01,28.9,37,199.7,2.1,Stormy
Uttar Pradesh,2018-08-01,20.2,88,107.8,3.5,Cloudy
Kerala,2020-12-01,38.2,86,144.7,11.8,Stormy
Bihar,2006-10-01,31.2,45,254.7,9.5,Rainy
Rajasthan,1989-08-01,25.2,44,196.0,2.5,Sunny
Karnataka,2023-07-01,28.9,44,22.0,5.7,Cloudy
Nagaland,2018-03-01,19.4,40,160.8,1.7,Cloudy
Meghalaya,1988-09-01,28.6,78,59.9,10.2,Rainy
Sikkim,2016-03-01,24.3,49,36.6,11.0,Rainy
Rajasthan,1992-04-01,16.9,81,127.0,6.6,Stormy
Madhya Pradesh,2003-01-01,12.9,39,146.0,12.1,Stormy
West Bengal,1992-01-01,23.9,46,286.4,5.6,Sunny
Karnataka,2000-07-01,17.2,58,187.1,0.5,Stormy
West Bengal,2010-05-01,36.7,51,28.9,9.7,Cloudy
Punjab,2002-04-01,15.7,42,200.2,11.8,Cloudy
Manipur,1995-09-01,21.3,72,156.7,3.2,Stormy
West Bengal,2018-03-01,38.6,32,105.7,5.8,Stormy
Andhra Pradesh,2006-01-01,32.0,67,185.6,12.5,Foggy
Kerala,1996-01-01,32.2,66,273.6,13.4,Foggy
Himachal Pradesh,2003-04-01,20.2,31,96.0,3.1,Rainy
Tripura,1993-06-01,18.6,73,151.4,3.2,Cloudy
Arunachal Pradesh,1988-03-01,20.6,25,163.7,8.0,Sunny
Himachal Pradesh,2003-11-01,39.0,65,127.8,2.9,Sunny
Meghalaya,2011-06-01,15.7,37,46.1,12.5,Cloudy
Madhya Pradesh,1994-09-01,35.1,33,185.0,13.3,Stormy
Rajasthan,2021-05-01,35.8,90,69.1,1.7,Rainy
Arunachal Pradesh,2004-10-01,35.7,20,73.6,6.0,Sunny
Jharkhand,2012-10-01,28.0,98,42.9,13.7,Foggy
Manipur,2020-12-01,28.8,61,176.0,8.1,Sunny
Himachal Pradesh,2005-01-01,33.9,57,234.1,8.8,Cloudy
Karnataka,1995-02-01,24.8,20,233.1,12.4,Cloudy
Telangana,2023-03-01,24.4,20,5.0,7.9,Cloudy
Goa,2021-09-01,10.8,32,59.0,14.9,Cloudy
Kerala,1999-05-01,36.6,35,21.4,12.6,Cloudy
Rajasthan,2010-12-01,34.9,21,247.2,0.9,Stormy
Nagaland,2023-07-01,18.8,44,215.1,14.4,Sunny
Madhya Pradesh,2003-11-01,29.6,56,16.4,4.9,Cloudy
Uttar Pradesh,1991-10-01,18.0,67,56.0,0.1,Stormy
Manipur,2012-07-01,18.4,98,178.2,12.1,Rainy
Haryana,1995-03-01,30.8,66,16.3,0.1,Stormy
Tripura,2021-11-01,35.8,76,50.9,7.8,Foggy
Uttarakhand,2004-10-01,19.5,95,113.4,5.9,Sunny
Punjab,1992-05-01,24.8,39,296.1,2.1,Cloudy
Himachal Pradesh,1989-07-01,29.9,65,75.9,8.7,Rainy
Punjab,2010-10-01,18.0,64,150.2,5.1,Stormy
Assam,2007-02-01,33.6,32,239.4,7.4,Sunny
Gujarat,2007-09-01,32.2,30,176.1,8.5,Stormy
Uttar Pradesh,2008-11-01,20.4,36,102.3,7.4,Cloudy
Arunachal Pradesh,1998-04-01,30.6,65,136.1,12.5,Foggy
Gujarat,2000-10-01,17.5,67,48.6,14.1,Sunny
Meghalaya,1990-11-01,35.5,74,109.0,13.8,Stormy
Tamil Nadu,2004-04-01,21.3,98,240.4,6.9,Rainy
Arunachal Pradesh,2018-09-01,35.9,59,38.4,11.0,Cloudy
Rajasthan,2002-03-01,18.3,67,28.9,11.6,Stormy
Rajasthan,1994-03-01,17.5,66,242.2,3.4,Foggy
Kerala,2005-09-01,29.3,40,125.5,11.0,Cloudy
Himachal Pradesh,1998-12-01,36.6,99,64.1,9.2,Foggy
Tamil Nadu,2020-08-01,20.5,85,106.5,4.7,Sunny
Mizoram,1986-06-01,35.6,47,275.9,13.3,Rainy
West Bengal,2022-04-01,30.3,58,272.6,11.8,Stormy
Rajasthan,2015-10-01,32.3,100,227.9,14.6,Rainy
Telangana,2010-10-01,24.1,72,42.4,12.5,Cloudy
Haryana,1986-02-01,19.0,31,192.9,5.6,Cloudy
Andhra Pradesh,1988-06-01,21.0,100,117.5,12.2,Rainy
Karnataka,2000-06-01,26.3,79,11.9,9.7,Sunny
Jharkhand,2005-02-01,30.4,27,258.3,0.1,Stormy
Mizoram,2023-11-01,37.6,46,272.8,4.2,Foggy
Telangana,2009-07-01,25.3,70,131.2,6.0,Sunny
Karnataka,1995-06-01,15.6,36,108.2,14.7,Cloudy
Haryana,1996-12-01,34.0,94,16.7,4.9,Rainy
Bihar,1994-08-01,21.3,44,252.8,8.5,Sunny
Odisha,2002-12-01,11.7,42,14.0,4.6,Cloudy
Jharkhand,2014-10-01,15.0,65,185.6,8.6,Cloudy
Assam,2008-03-01,25.2,92,197.8,8.5,Sunny
Punjab,2005-04-01,11.0,59,49.0,4.8,Sunny
Telangana,2000-02-01,13.4,94,10.8,6.2,Rainy
Telangana,1996-05-01,12.4,84,112.4,11.4,Stormy
Tamil Nadu,1992-05-01,18.7,65,54.3,14.5,Foggy
Tripura,2011-09-01,18.4,45,249.3,6.1,Sunny
Tamil Nadu,2024-11-01,15.1,60,66.2,2.6,Rainy
Nagaland,2015-03-01,20.4,66,65.4,13.4,Stormy
Kerala,1999-06-01,36.5,88,291.7,1.5,Cloudy
Kerala,2017-06-01,30.9,69,119.2,12.0,Sunny
Nagaland,2012-12-01,25.2,41,240.7,4.8,Foggy
Madhya Pradesh,2004-01-01,12.8,44,144.6,8.4,Rainy
Andhra Pradesh,2000-12-01,39.1,81,179.1,5.1,Foggy
Himachal Pradesh,2019-05-01,19.7,46,206.6,6.0,Foggy
Madhya Pradesh,1994-02-01,11.5,83,160.9,9.1,Foggy
Madhya Pradesh,2022-09-01,29.0,47,171.5,12.4,Rainy
Tamil Nadu,1992-07-01,31.1,34,213.7,2.9,Stormy
Karnataka,2009-07-01,31.7,87,175.6,12.7,Foggy
Uttar Pradesh,1994-11-01,30.0,31,118.2,12.5,Stormy
West Bengal,1987-12-01,31.3,96,3.3,9.2,Sunny
Punjab,1987-03-01,16.0,50,208.7,8.6,Stormy
Punjab,1988-06-01,16.2,41,201.2,1.6,Foggy
Arunachal Pradesh,2012-03-01,31.2,47,230.3,8.0,Rainy
Tripura,2014-04-01,26.3,25,187.5,13.5,Stormy
Tripura,2002-01-01,18.7,56,149.0,6.6,Stormy
Assam,1995-02-01,24.4,75,139.7,5.4,Stormy
Karnataka,2023-03-01,24.3,38,17.1,13.8,Cloudy
Arunachal Pradesh,1991-01-01,27.7,38,210.3,0.0,Sunny
Goa,2021-12-01,35.8,84,239.7,8.6,Sunny
Uttar Pradesh,1993-02-01,30.6,62,264.1,6.4,Rainy
Chhattisgarh,2007-04-01,12.8,53,98.6,14.6,Cloudy
Assam,2023-06-01,12.3,72,8.1,14.0,Rainy
West Bengal,2009-03-01,21.7,47,131.6,7.7,Stormy
Tripura,1996-11-01,30.7,40,126.7,1.2,Foggy
Meghalaya,1998-05-01,28.6,96,26.5,13.5,Sunny
Andhra Pradesh,2023-06-01,38.5,98,223.6,5.2,Foggy
Mizoram,2004-05-01,29.1,84,137.9,4.8,Stormy
West Bengal,2013-07-01,15.1,52,285.4,1.2,Foggy
Himachal Pradesh,1988-09-01,32.3,39,152.9,2.9,Sunny
Jharkhand,1997-07-01,31.4,57,39.9,3.3,Cloudy
Maharashtra,1986-07-01,27.5,31,285.4,13.9,Stormy
Gujarat,1998-10-01,18.0,60,183.2,11.8,Stormy
Tamil Nadu,1991-10-01,10.6,78,6.1,1.3,Rainy
Goa,2024-06-01,16.0,100,142.2,8.8,Rainy
Rajasthan,2022-06-01,14.8,35,135.5,13.3,Foggy
Haryana,1993-05-01,11.8,61,168.1,7.8,Cloudy
Uttarakhand,2008-06-01,31.7,56,7.9,1.4,Cloudy
Assam,1989-05-01,29.7,87,274.6,8.8,Foggy
Goa,1990-07-01,16.2,37,72.9,5.7,Sunny
Uttarakhand,2009-07-01,11.0,56,94.5,5.5,Rainy
Assam,2009-06-01,29.9,68,259.2,8.2,Cloudy
Odisha,2008-04-01,39.3,75,170.0,11.3,Stormy
Jharkhand,2002-03-01,13.0,77,276.5,1.5,Cloudy
Meghalaya,2010-01-01,29.8,64,104.3,3.0,Cloudy
Karnataka,2022-05-01,19.5,62,69.4,14.5,Cloudy
Rajasthan,1997-03-01,17.0,64,13.6,4.9,Cloudy
Arunachal Pradesh,1987-10-01,25.9,93,182.0,0.8,Sunny
Maharashtra,2015-10-01,17.7,55,68.6,6.1,Sunny
Rajasthan,2003-04-01,36.4,28,291.7,8.3,Stormy
Bihar,2006-05-01,16.2,39,1.6,8.7,Rainy
Sikkim,2009-10-01,32.0,81,156.7,2.2,Cloudy
Punjab,2008-09-01,37.9,40,71.0,3.9,Cloudy
Maharashtra,2006-08-01,32.8,99,39.3,10.3,Foggy
Meghalaya,1992-09-01,13.9,79,32.4,1.9,Foggy
Himachal Pradesh,1988-10-01,34.2,30,279.9,2.3,Rainy
Jharkhand,2008-01-01,27.7,38,298.2,1.8,Foggy
Kerala,2007-12-01,34.5,81,91.3,8.8,Rainy
Chhattisgarh,2012-06-01,39.6,68,273.9,11.6,Foggy
Uttarakhand,1988-11-01,13.9,37,73.1,14.4,Stormy
West Bengal,1991-11-01,29.7,83,291.9,7.2,Foggy
Mizoram,2022-07-01,34.5,73,168.6,12.0,Stormy
Tripura,1995-06-01,39.2,71,173.8,2.5,Foggy
Andhra Pradesh,2018-01-01,13.1,74,8.5,7.2,Stormy
Meghalaya,1990-12-01,30.5,58,290.8,13.7,Stormy
Himachal Pradesh,2000-10-01,36.2,28,150.8,1.2,Sunny
Assam,2012-06-01,12.3,62,230.7,2.3,Cloudy
Madhya Pradesh,1986-11-01,20.9,55,171.7,10.0,Cloudy
Bihar,2004-07-01,17.2,86,297.5,10.1,Rainy
Tamil Nadu,1997-06-01,21.3,54,114.9,3.8,Rainy
Arunachal Pradesh,2009-06-01,19.7,22,102.1,13.2,Stormy
Arunachal Pradesh,1991-06-01,14.1,77,163.9,13.1,Foggy
Arunachal Pradesh,2013-06-01,36.4,65,290.3,8.7,Rainy
Haryana,2010-07-01,14.2,81,270.0,3.1,Sunny
Gujarat,1999-06-01,10.8,32,211.4,9.9,Cloudy
Odisha,1989-02-01,34.8,36,28.1,9.1,Foggy
Odisha,2023-02-01,30.5,50,44.1,8.4,Rainy
Odisha,1989-03-01,17.4,75,90.5,8.9,Stormy
Bihar,2009-09-01,14.0,57,273.8,1.8,Foggy
Madhya Pradesh,2016-09-01,13.9,77,162.2,1.5,Stormy
Mizoram,2001-05-01,32.6,88,42.9,10.8,Rainy
Maharashtra,2023-07-01,33.5,54,255.7,8.3,Foggy
Punjab,2013-09-01,29.7,71,107.1,13.8,Foggy
Chhattisgarh,2011-05-01,20.1,53,272.2,14.8,Stormy
Andhra Pradesh,1987-01-01,32.1,100,10.5,9.1,Stormy
Nagaland,1990-01-01,36.5,100,296.1,10.5,Cloudy
Uttarakhand,2024-08-01,15.8,45,101.1,9.3,Cloudy
Kerala,2023-03-01,37.9,76,170.5,14.6,Sunny
Uttarakhand,1989-02-01,17.0,57,285.0,7.0,Sunny
Sikkim,1987-04-01,13.1,26,279.9,1.4,Stormy
Uttarakhand,2004-05-01,35.0,82,193.3,1.4,Foggy
Uttar Pradesh,2012-08-01,16.1,38,144.8,5.3,Sunny
West Bengal,2018-11-01,14.8,86,8.9,9.7,Rainy
Mizoram,1987-10-01,36.3,81,177.9,2.0,Foggy
Uttarakhand,1996-03-01,33.6,20,221.6,8.9,Foggy
Goa,2009-06-01,12.6,74,114.9,11.1,Sunny
Uttar Pradesh,1985-08-01,16.1,52,158.1,4.3,Foggy
Andhra Pradesh,1993-02-01,27.9,77,139.8,8.6,Foggy
Odisha,2003-12-01,39.2,22,223.7,10.1,Cloudy
Chhattisgarh,2019-01-01,32.2,77,224.7,13.9,Rainy
Mizoram,1990-03-01,31.6,70,185.9,13.5,Rainy
